crop_type,sensor_nitrogen,sensor_phosphorus,sensor_potassium,soil_pH,soil_moisture_percent,soil_electrical_conductivity_us_cm,soil_temperature_celsius,fertilizer_urea_kg_per_ha,fertilizer_dap_kg_per_ha,fertilizer_map_kg_per_ha,fertilizer_mop_kg_per_ha,fertilizer_sop_kg_per_ha,fertilizer_can_kg_per_ha,fertilizer_ssp_kg_per_ha,fertilizer_ammonium_sulfate_kg_per_ha
Groundnut,132.72,23.02,399.0,6.94,39.9,389.74,32.06,50.0,100.0,48.45,30.0,10.0,20.0,150.0,20.0
Groundnut,306.26,49.26,379.64,5.82,24.58,222.62,29.47,50.0,21.33,10.0,30.0,10.0,20.0,120.21,20.0
Rice,257.83,45.37,132.33,6.43,37.95,1349.98,33.73,50.0,20.0,10.0,30.0,10.0,20.0,46.61,20.0
Soybean,209.13,28.15,207.68,5.93,17.15,1956.57,23.08,50.0,26.16,10.3,30.0,10.0,20.0,122.03,20.0
Sorghum,213.35,20.21,133.36,5.95,10.7,1641.68,32.22,50.0,25.16,17.58,30.0,10.0,25.84,150.0,20.6
Barley,228.29,44.98,143.54,6.39,14.29,376.89,17.13,50.0,20.0,10.0,30.0,10.0,46.35,30.0,48.77
Soybean,229.5,16.26,221.63,7.39,13.83,1264.47,22.21,50.0,80.95,36.39,30.0,10.0,20.0,150.0,20.0
Soybean,141.11,18.93,122.37,6.59,20.59,791.06,20.49,66.1,83.33,32.72,40.72,13.9,43.27,150.0,37.56
Maize,81.0,25.0,292.6,7.32,20.89,266.25,26.3,200.0,100.0,50.0,30.0,10.0,100.0,150.0,100.0
Groundnut,184.38,15.39,205.35,6.01,11.36,1651.67,34.62,50.0,90.54,34.51,50.34,23.86,20.0,150.0,20.0
Maize,146.04,31.77,202.27,6.14,13.49,1571.97,22.3,191.73,57.87,25.05,30.0,10.0,100.0,150.0,100.0
Rice,267.13,48.29,116.57,6.68,23.48,1728.9,28.87,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,348.68,31.23,200.06,7.02,19.68,268.47,28.21,50.0,84.05,36.96,65.6,28.61,20.0,150.0,20.0
Cotton,239.06,26.43,238.62,6.74,10.0,1518.62,20.81,58.98,36.83,15.11,30.0,10.0,49.57,149.06,40.15
Maize,245.35,36.58,181.25,6.51,25.98,1954.87,27.04,50.0,20.0,10.0,30.0,10.0,53.92,77.67,54.43
Maize,343.11,48.03,124.3,6.4,21.64,533.41,27.32,77.24,28.0,10.87,50.58,18.62,67.65,131.46,61.41
Groundnut,104.41,23.21,100.0,6.84,16.6,1961.08,26.46,50.0,49.94,20.0,42.31,24.16,20.0,150.0,20.0
Maize,258.62,28.95,263.7,7.84,39.9,306.92,22.32,158.7,78.68,34.71,30.0,10.0,100.0,150.0,100.0
Soybean,127.97,58.32,283.38,6.84,23.29,439.07,23.86,60.19,20.0,10.0,30.0,10.0,47.4,30.0,38.71
Barley,239.33,56.93,300.29,5.85,26.51,1913.45,19.88,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,239.19,40.99,100.0,6.84,11.02,1159.58,20.4,106.11,20.0,10.0,47.33,25.74,100.0,30.0,84.34
Barley,107.83,58.7,147.93,7.24,24.49,127.99,18.26,177.61,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,205.33,10.7,120.08,5.79,16.67,1775.21,16.81,50.0,53.61,21.03,30.0,12.27,42.18,150.0,30.82
Wheat,118.18,42.65,391.47,7.21,15.4,702.21,17.87,173.51,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Sorghum,295.92,13.79,121.31,7.04,20.97,1128.15,26.24,50.0,37.3,16.23,30.0,10.0,20.0,150.0,20.0
Sorghum,280.02,62.87,112.22,7.19,24.28,495.31,24.3,50.0,20.0,10.0,30.0,10.03,20.0,30.0,20.0
Barley,349.0,51.26,303.26,6.91,19.09,1524.85,19.38,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,188.55,44.09,202.39,5.7,26.06,1335.59,27.49,78.3,20.0,10.0,30.0,10.0,78.99,73.58,59.88
Cotton,232.39,43.65,100.0,6.73,10.0,527.25,28.23,130.92,20.0,10.0,100.0,50.0,100.0,48.73,100.0
Wheat,293.87,53.65,244.98,6.43,13.9,1824.36,17.78,50.0,20.0,10.0,30.0,10.0,24.71,30.0,22.73
Sorghum,267.21,29.74,276.28,6.93,30.31,714.6,25.63,50.0,20.0,10.19,30.0,10.0,20.0,104.86,20.0
Maize,189.34,22.03,348.31,7.28,39.9,1131.53,28.79,185.78,68.43,35.87,30.0,10.0,100.0,150.0,100.0
Cotton,98.36,59.35,193.16,6.24,12.04,1837.8,24.81,91.31,20.0,10.0,30.0,10.0,80.0,30.0,72.33
Soybean,180.87,18.26,376.17,6.24,13.87,220.03,28.94,50.0,100.0,48.81,30.0,10.0,20.0,150.0,20.51
Groundnut,221.82,50.9,197.45,6.27,11.99,1919.75,27.63,50.0,20.0,10.0,30.0,17.77,20.0,48.73,20.0
Rice,157.05,54.8,337.03,7.46,16.45,1992.75,31.42,65.95,20.0,10.0,30.0,10.0,55.74,30.0,52.49
Wheat,349.0,69.05,194.97,6.92,35.73,633.14,17.79,50.0,20.0,10.0,30.0,10.0,21.6,30.0,20.0
Maize,349.0,69.96,218.04,7.87,28.49,915.85,26.27,54.86,20.0,10.0,30.0,10.0,51.8,30.0,43.45
Groundnut,177.22,10.95,238.84,6.07,10.0,147.14,29.04,50.0,100.0,50.0,61.63,24.24,20.0,150.0,20.0
Rice,139.1,30.93,110.8,6.9,14.94,753.4,32.78,196.81,76.36,31.88,40.53,15.53,100.0,150.0,100.0
Sorghum,89.12,13.25,153.72,6.08,39.9,299.76,35.0,189.18,90.82,43.82,30.0,10.0,100.0,150.0,100.0
Groundnut,225.96,58.55,210.59,6.2,14.52,1740.44,29.44,50.0,20.0,10.0,30.0,15.61,20.0,30.0,20.0
Sorghum,98.56,30.57,233.83,7.05,10.0,205.49,31.86,173.82,23.28,13.74,30.0,10.0,100.0,150.0,100.0
Barley,114.32,55.18,222.59,6.28,15.88,426.06,20.93,160.43,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,176.65,39.08,183.12,7.22,19.69,1928.05,16.95,50.0,20.0,10.0,30.0,10.0,35.77,30.0,20.71
Groundnut,249.8,53.99,177.52,6.71,38.4,1639.6,31.81,50.0,20.0,10.0,32.38,14.03,20.0,33.9,20.0
Rice,336.77,54.87,357.46,6.9,24.93,1763.68,30.29,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,296.41,13.75,100.0,6.41,23.19,1160.15,30.29,50.0,93.96,39.78,74.17,36.97,20.0,150.0,20.0
Groundnut,83.64,55.04,303.77,7.4,10.65,1352.54,34.77,50.0,20.0,10.0,30.0,10.0,24.05,47.05,29.48
Rice,81.0,52.27,100.0,5.78,11.58,1625.89,30.45,148.68,20.0,10.0,30.0,12.65,100.0,30.0,100.0
Maize,140.29,64.73,247.32,7.23,34.45,859.94,23.34,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Wheat,175.07,62.11,280.25,6.6,27.11,1322.05,28.31,128.55,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Sorghum,160.66,65.87,381.87,7.72,16.53,839.35,26.3,55.18,20.0,10.0,30.0,10.0,58.1,30.0,48.26
Maize,162.65,28.6,230.45,5.82,18.45,455.98,29.85,200.0,91.86,39.91,30.0,10.0,100.0,150.0,100.0
Wheat,331.42,40.0,366.83,6.01,30.1,621.49,19.64,50.0,20.0,10.0,30.0,10.0,29.13,30.0,25.56
Wheat,286.4,63.96,383.01,6.98,26.93,1112.96,21.35,50.0,20.0,10.0,30.0,10.0,37.93,30.0,37.4
Maize,349.0,44.65,399.0,6.4,16.59,136.53,31.94,93.05,40.45,21.71,30.0,10.0,88.33,150.0,75.79
Wheat,180.41,37.08,151.49,6.49,17.39,582.13,23.92,200.0,20.0,10.07,34.23,16.13,100.0,76.17,100.0
Soybean,238.52,26.18,100.0,6.19,11.71,335.33,30.77,50.0,89.51,40.74,74.9,32.32,20.0,150.0,20.0
Cotton,203.03,60.58,173.01,6.18,24.08,736.66,31.93,113.39,20.0,10.0,45.95,22.2,100.0,30.0,93.91
Groundnut,349.0,14.15,229.39,6.9,15.35,1171.09,24.54,50.0,80.39,36.94,30.41,10.0,20.0,150.0,20.0
Cotton,222.98,40.23,359.22,6.84,31.96,729.27,32.09,96.2,20.0,10.0,30.0,10.0,85.04,71.09,74.46
Cotton,193.69,25.78,255.55,6.72,21.53,1640.23,28.54,50.0,20.0,10.0,30.0,10.0,32.24,100.05,38.52
Maize,222.56,45.59,215.73,6.83,13.64,1211.69,25.93,174.38,30.43,12.29,30.0,10.0,100.0,149.97,100.0
Wheat,344.65,24.34,135.1,7.25,16.86,153.37,21.59,50.0,53.72,23.28,30.0,15.46,20.0,150.0,24.11
Sorghum,157.27,11.77,362.51,6.81,29.44,513.85,23.65,82.69,61.49,30.12,30.0,10.0,63.44,150.0,49.54
Rice,242.24,47.13,100.0,5.65,10.0,590.44,24.62,63.62,20.0,10.0,39.75,20.78,58.43,53.05,55.07
Groundnut,297.64,39.33,305.71,7.7,33.85,1465.05,28.23,50.0,20.0,10.0,30.0,10.0,20.0,131.29,20.0
Sorghum,299.14,49.88,285.35,7.71,39.9,1720.37,35.0,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,142.58,30.12,103.83,5.63,10.0,1396.03,23.34,50.0,71.16,28.91,89.45,45.56,20.0,150.0,20.0
Soybean,210.24,44.29,195.52,6.85,17.48,646.23,18.39,50.0,24.78,12.61,30.0,10.0,20.0,106.14,20.0
Soybean,349.0,30.58,300.46,7.65,11.96,1136.3,25.12,50.0,39.46,19.19,30.0,10.0,20.0,150.0,20.0
Wheat,91.25,59.54,130.87,6.85,23.5,1199.27,16.19,182.48,20.0,10.0,30.0,12.98,100.0,30.0,100.0
Rice,198.3,35.24,219.9,6.72,10.0,320.62,20.86,127.16,53.55,31.29,30.0,10.0,100.0,150.0,98.8
Rice,134.88,49.43,116.31,6.08,18.54,527.21,24.53,199.3,20.0,10.0,33.5,17.64,100.0,30.0,100.0
Soybean,148.38,64.65,176.65,6.27,17.46,1706.51,21.79,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,337.79,18.03,399.0,7.55,39.9,1937.27,27.6,50.0,24.47,10.0,30.0,10.0,20.0,150.0,20.0
Rice,147.19,35.1,352.36,6.48,23.84,766.58,25.84,114.81,35.21,16.67,30.0,10.0,100.0,150.0,93.61
Groundnut,125.13,25.69,147.54,6.24,11.91,1975.57,35.0,50.0,44.15,19.14,34.02,16.05,20.0,150.0,20.0
Maize,223.56,45.43,399.0,6.07,30.88,1495.13,23.91,80.43,20.0,10.0,30.0,10.0,73.16,96.37,72.81
Soybean,169.44,29.24,302.6,6.49,14.73,1297.4,26.19,50.0,31.69,19.08,30.0,10.0,21.25,150.0,20.37
Rice,282.7,12.71,193.04,6.76,26.93,304.79,25.37,50.0,100.0,50.0,30.0,10.0,20.0,150.0,20.0
Wheat,256.41,17.92,146.85,6.99,17.88,528.19,19.52,107.3,66.89,23.63,30.0,11.94,93.96,150.0,76.15
Maize,150.42,56.75,250.01,7.1,34.0,342.83,22.89,200.0,20.0,10.18,30.0,10.0,100.0,30.0,100.0
Maize,81.0,40.57,100.0,6.98,10.0,952.19,21.55,200.0,57.29,21.69,82.53,39.0,100.0,150.0,100.0
Maize,349.0,42.3,309.82,6.74,35.17,507.63,26.37,64.01,41.58,11.16,30.0,10.0,62.07,150.0,62.48
Soybean,269.0,53.59,365.86,6.19,39.9,1600.68,23.23,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,175.97,47.67,330.48,7.01,13.09,1202.59,22.93,168.49,33.21,10.0,30.0,10.0,100.0,101.09,100.0
Groundnut,84.01,60.42,162.81,6.9,22.9,815.45,31.74,50.0,20.0,10.0,76.91,34.65,29.0,30.0,31.61
Sorghum,280.1,18.9,270.19,6.51,23.8,1715.76,25.09,50.0,23.17,10.0,30.0,10.0,20.0,111.1,20.0
Soybean,349.0,21.86,399.0,6.64,29.06,1396.43,26.1,50.0,33.87,19.04,30.0,10.0,20.0,150.0,20.0
Soybean,140.25,34.52,100.0,6.21,24.46,1036.96,19.44,50.0,40.01,20.55,42.47,22.95,46.82,150.0,38.92
Wheat,138.42,34.01,293.85,7.13,24.77,1808.85,25.05,88.45,20.0,10.0,30.0,10.0,67.74,30.0,54.82
Maize,81.0,24.48,108.09,6.98,20.55,297.77,32.4,200.0,100.0,50.0,85.9,45.53,100.0,150.0,100.0
Groundnut,349.0,60.02,364.7,7.61,10.69,1711.84,21.15,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,155.94,24.45,125.14,6.85,12.01,969.82,24.98,50.0,83.27,35.59,36.73,20.6,37.84,150.0,40.99
Rice,251.14,31.86,312.37,7.39,35.85,700.01,29.14,50.0,40.66,18.16,30.0,10.0,26.77,150.0,23.59
Wheat,81.0,47.26,158.86,6.44,18.85,1520.88,27.96,188.13,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Cotton,105.39,19.84,120.83,5.62,16.2,712.7,20.52,200.0,100.0,47.35,97.08,44.37,100.0,150.0,100.0
Wheat,85.55,42.52,297.76,7.1,11.04,1240.8,16.33,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Wheat,303.47,50.43,126.93,6.77,20.26,1409.55,24.07,50.0,20.0,10.0,30.0,10.0,30.69,30.0,27.24
Maize,131.37,34.39,265.48,6.36,27.61,672.75,24.18,193.02,57.15,23.18,30.0,10.0,100.0,150.0,100.0
Soybean,127.73,58.81,100.0,6.2,13.89,1462.75,27.29,50.0,20.0,10.0,37.47,16.79,45.36,30.0,31.85
Barley,156.24,40.46,128.97,7.47,39.9,1972.97,26.16,50.0,20.0,10.0,30.0,10.0,34.67,30.0,36.78
Maize,244.97,61.08,245.9,7.36,37.88,1405.9,29.86,135.33,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,191.31,10.0,224.82,6.2,10.0,1044.03,18.53,50.0,100.0,50.0,30.0,10.0,20.0,150.0,20.0
Rice,273.34,63.25,391.23,5.82,22.77,210.21,29.88,50.0,20.0,10.0,30.0,10.0,30.31,30.0,20.85
Soybean,341.04,36.51,397.45,7.1,35.36,1974.02,23.24,50.0,20.0,10.0,30.0,10.0,20.0,69.34,20.0
Sorghum,204.6,46.41,194.49,5.92,21.5,1255.15,35.0,50.0,20.0,10.0,30.0,10.0,26.96,30.0,21.44
Wheat,163.73,27.7,265.97,6.78,10.0,1201.55,26.85,153.1,28.38,17.19,30.0,10.0,100.0,150.0,100.0
Rice,172.89,30.66,113.77,5.88,33.99,760.59,30.74,92.95,53.55,22.84,30.0,11.96,87.24,150.0,86.23
Sorghum,150.08,44.29,205.07,6.08,14.39,1512.61,24.13,52.39,20.0,10.0,30.0,10.0,35.5,30.0,36.27
Soybean,125.57,44.66,399.0,6.89,39.9,1293.53,28.92,50.0,20.0,10.0,30.0,10.0,35.15,45.86,28.8
Rice,349.0,52.82,381.16,7.55,25.9,1088.94,30.61,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,212.6,32.21,199.23,6.63,13.64,1019.06,20.82,50.0,44.93,21.64,30.0,10.0,20.0,150.0,20.0
Sorghum,340.8,61.22,151.0,6.86,36.0,1381.04,30.22,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,157.88,47.57,190.37,5.83,39.31,900.61,32.76,50.0,20.0,10.0,30.0,10.0,30.04,45.54,28.6
Maize,183.09,13.69,231.87,6.43,10.0,1670.12,25.16,137.98,78.65,39.77,30.0,10.0,100.0,150.0,100.0
Soybean,249.45,63.35,287.53,6.7,14.1,1368.15,28.01,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,349.0,70.0,152.96,7.84,10.53,1425.65,24.42,50.0,20.0,10.0,43.93,24.44,20.0,30.0,20.0
Soybean,349.0,27.29,399.0,6.76,37.0,1343.4,31.35,50.0,42.2,15.63,30.0,10.0,20.0,150.0,20.0
Groundnut,349.0,11.56,399.0,7.26,35.93,679.73,28.46,50.0,100.0,48.58,30.0,10.0,20.0,150.0,20.0
Soybean,216.21,53.48,100.0,5.8,10.0,393.55,29.16,50.0,20.0,10.0,65.53,35.57,20.0,30.0,20.0
Cotton,109.25,28.01,187.29,6.52,17.1,110.16,30.35,200.0,66.79,28.69,70.5,25.12,100.0,150.0,100.0
Cotton,171.82,63.79,225.94,5.98,33.4,299.05,25.47,169.9,20.0,10.0,33.37,17.82,100.0,30.0,100.0
Barley,209.09,62.96,210.17,6.93,34.46,772.59,21.44,50.0,20.0,10.0,30.0,10.0,43.11,30.0,30.72
Groundnut,194.74,50.18,128.62,6.81,20.62,696.63,32.24,50.0,20.0,12.83,97.32,50.0,20.0,108.82,20.0
Groundnut,195.39,47.8,351.73,7.59,39.82,133.61,29.1,50.0,38.93,17.32,30.0,10.0,20.0,150.0,20.0
Maize,86.06,17.63,100.0,6.59,27.47,650.09,27.55,200.0,100.0,50.0,68.72,38.71,100.0,150.0,100.0
Groundnut,239.7,30.12,214.0,5.92,24.99,1258.69,32.21,50.0,51.12,26.84,30.0,19.97,20.0,150.0,20.0
Barley,303.35,49.91,399.0,7.87,24.77,908.67,20.72,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,120.35,35.7,399.0,7.69,36.38,1087.38,20.4,133.38,20.0,10.0,30.0,10.0,100.0,58.81,100.0
Barley,349.0,12.82,348.93,6.55,34.47,225.01,21.27,50.0,73.97,32.22,30.0,10.0,20.0,150.0,20.0
Wheat,107.51,33.4,104.4,6.05,13.48,358.44,22.16,200.0,33.96,11.52,62.04,27.61,100.0,150.0,100.0
Rice,349.0,16.17,338.76,6.66,28.75,596.77,20.76,50.0,90.76,38.46,30.0,10.0,20.0,150.0,20.0
Wheat,105.91,41.35,150.34,6.53,10.0,723.82,23.09,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Maize,115.97,51.06,100.0,6.78,22.15,1301.95,27.38,196.84,20.0,10.0,39.82,23.3,100.0,79.01,100.0
Sorghum,136.57,52.94,318.87,6.72,18.54,658.0,23.84,91.58,20.0,10.0,30.0,10.0,88.02,30.0,79.14
Groundnut,149.25,13.7,195.47,5.62,10.0,1973.6,25.97,50.0,49.25,24.28,30.0,15.45,20.0,150.0,20.0
Wheat,134.3,44.45,172.6,6.88,28.36,1768.42,19.32,94.6,20.0,10.0,30.0,10.0,81.94,30.0,65.5
Rice,167.75,45.46,245.1,7.3,39.9,1611.68,32.48,63.08,20.0,10.0,30.0,10.0,35.54,46.04,35.54
Groundnut,269.24,26.7,169.13,6.96,27.87,907.25,32.73,50.0,73.17,29.77,55.49,22.79,20.0,150.0,20.0
Groundnut,139.39,13.58,205.48,6.18,10.0,1698.66,31.48,50.0,71.86,35.99,40.14,15.43,20.0,150.0,20.0
Cotton,122.07,19.28,123.8,5.99,23.42,1609.59,24.32,77.88,35.05,13.14,36.27,12.27,72.89,134.97,67.37
Soybean,175.39,50.04,258.72,7.84,23.67,1311.27,31.03,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,122.35,23.77,399.0,7.26,17.29,828.86,19.32,129.06,28.71,13.58,30.0,10.0,100.0,150.0,100.0
Cotton,220.0,18.19,199.75,5.82,10.0,1840.48,25.65,64.58,46.44,13.63,30.0,10.0,51.24,150.0,52.26
Soybean,345.15,19.73,194.01,5.94,39.9,727.73,32.22,50.0,81.43,33.87,30.0,10.0,20.0,150.0,20.0
Groundnut,100.23,58.87,316.88,7.37,33.42,376.05,30.88,50.0,20.0,10.0,30.0,10.0,28.38,30.0,23.48
Soybean,161.64,27.54,144.8,5.82,20.58,765.5,20.59,50.0,85.24,31.45,33.05,12.82,40.17,150.0,34.06
Groundnut,111.58,56.8,143.82,6.65,11.95,1258.36,30.72,50.0,20.0,10.0,64.2,35.8,20.0,30.0,20.0
Groundnut,170.99,24.08,160.9,5.96,10.0,1607.18,24.22,50.0,73.34,27.22,64.91,26.66,20.0,150.0,20.0
Wheat,300.97,70.0,243.01,7.49,16.74,1458.24,28.78,50.0,20.0,10.0,30.0,10.0,33.67,30.0,20.0
Sorghum,216.69,45.77,125.16,6.59,36.07,1987.97,35.0,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,145.09,37.41,399.0,7.69,23.39,1742.04,22.33,50.0,20.0,10.0,30.0,10.0,20.0,62.76,20.0
Barley,303.3,64.42,399.0,7.53,26.02,991.96,21.42,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,138.57,24.82,330.77,5.92,35.52,1429.89,23.5,111.64,41.73,16.52,30.0,10.0,100.0,150.0,91.78
Soybean,307.13,64.49,379.75,6.14,19.74,801.37,22.77,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,238.63,51.51,385.56,6.31,31.95,217.72,17.23,137.66,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,83.45,29.26,100.0,6.63,19.01,1788.55,28.08,55.47,32.13,16.6,31.15,11.29,38.37,150.0,40.8
Barley,211.73,32.79,153.96,6.29,11.84,1426.05,21.01,50.0,24.96,12.19,30.0,10.0,30.88,99.25,41.7
Maize,299.83,68.26,250.73,6.24,16.02,1902.67,25.46,50.0,20.0,10.0,30.0,10.0,37.94,30.0,35.92
Groundnut,319.33,32.94,210.88,7.49,38.4,354.88,26.59,50.0,89.36,40.2,71.9,31.33,20.0,150.0,20.0
Wheat,306.68,14.13,399.0,6.89,29.32,1752.57,21.28,50.0,21.48,13.18,30.0,10.0,20.0,121.73,20.0
Wheat,126.38,50.68,190.79,6.68,14.46,508.54,26.18,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Cotton,108.34,25.27,122.4,5.76,13.72,1960.92,24.8,100.87,21.11,14.3,30.63,18.43,84.23,138.92,74.38
Rice,102.8,33.57,162.19,7.41,23.41,239.57,26.99,160.9,49.48,20.76,30.0,10.0,100.0,150.0,100.0
Soybean,110.21,69.22,118.25,6.52,33.1,688.99,22.75,69.92,20.0,10.0,30.0,20.23,47.53,30.0,44.62
Cotton,183.93,55.33,120.99,6.02,39.9,788.42,27.16,128.96,20.0,10.0,72.31,37.66,100.0,30.0,100.0
Cotton,190.58,25.16,100.0,7.34,27.78,1093.95,33.12,141.4,58.83,27.66,84.68,39.12,100.0,150.0,100.0
Soybean,217.25,33.03,181.32,6.07,10.0,112.58,22.39,50.0,68.82,34.6,30.0,10.0,20.0,150.0,20.0
Groundnut,335.05,68.07,158.39,7.4,14.48,1908.34,35.0,50.0,20.0,10.0,32.57,16.44,20.0,30.0,20.0
Wheat,349.0,70.0,236.44,7.18,36.76,673.61,19.34,50.0,20.0,10.0,30.0,10.0,22.0,30.0,21.17
Sorghum,349.0,33.49,272.57,6.62,37.78,746.54,30.83,50.0,20.0,10.0,30.0,10.0,20.0,53.83,20.0
Sorghum,341.98,41.14,319.64,7.24,15.86,128.64,25.08,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,125.41,44.63,399.0,6.83,17.06,1674.87,17.41,51.17,20.0,10.0,30.0,10.0,46.94,30.0,43.82
Wheat,253.62,69.4,384.04,6.93,29.91,1676.66,18.0,50.0,20.0,10.0,30.0,10.0,27.88,30.0,35.65
Soybean,169.78,34.41,131.86,6.55,14.21,1703.54,27.27,50.0,30.27,11.44,30.0,10.29,20.0,127.88,20.0
Rice,123.26,58.73,312.37,5.94,18.05,409.27,31.56,160.27,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,129.29,15.33,341.82,7.34,18.19,890.46,24.48,123.14,65.22,24.28,30.0,10.0,83.73,150.0,79.16
Sorghum,189.26,30.18,143.09,7.0,14.85,1233.21,35.0,50.0,20.0,14.0,30.0,10.0,34.55,91.89,35.68
Rice,148.84,34.55,118.95,6.56,22.47,587.64,26.92,145.71,46.24,19.11,30.0,11.22,100.0,150.0,100.0
Maize,222.49,47.14,138.83,5.75,10.64,1336.12,27.44,178.89,30.15,10.0,39.7,24.25,100.0,150.0,100.0
Groundnut,143.1,30.8,221.1,6.4,26.78,1600.13,33.82,50.0,50.92,21.54,30.0,10.91,20.0,150.0,20.0
Soybean,108.87,17.02,160.48,6.28,17.05,953.04,31.13,70.14,88.7,35.7,30.0,10.0,69.55,150.0,59.07
Soybean,286.17,60.92,309.0,7.02,39.9,120.52,22.81,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,123.66,70.0,250.35,6.25,17.33,1125.18,21.15,68.39,20.0,10.0,30.0,10.0,76.82,30.0,58.31
Sorghum,128.65,44.52,294.54,6.35,29.88,1308.86,32.63,81.3,20.0,10.0,30.0,10.0,63.62,30.0,66.05
Barley,136.7,15.35,100.0,5.96,21.52,1634.13,23.44,84.62,47.51,13.5,30.0,10.0,72.5,150.0,58.83
Cotton,285.98,47.08,182.01,6.55,20.15,1638.75,24.07,50.0,20.0,10.0,30.0,12.05,20.0,30.0,20.0
Sorghum,349.0,56.49,292.69,6.67,24.92,119.43,33.81,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,317.58,49.28,354.6,6.93,39.9,1955.61,28.05,50.0,20.0,10.0,30.0,10.0,21.93,30.0,20.0
Groundnut,238.73,30.38,224.24,6.77,10.0,539.87,27.18,50.0,100.0,50.0,62.39,32.27,20.0,150.0,20.0
Barley,274.79,40.9,351.8,7.21,33.53,481.77,17.29,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,171.04,61.31,142.28,7.05,13.44,1178.41,17.87,113.71,20.0,10.0,30.0,12.38,87.97,30.0,82.06
Maize,172.47,59.81,276.25,7.16,39.9,234.85,25.55,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Rice,92.73,46.93,100.0,5.93,13.98,177.61,29.59,200.0,22.18,10.0,39.32,20.68,100.0,81.74,100.0
Barley,153.91,36.14,342.31,6.08,34.15,1212.97,22.31,77.47,20.0,10.0,30.0,10.0,63.7,56.5,49.05
Maize,185.78,20.05,268.78,6.82,21.58,577.92,27.2,200.0,99.42,43.77,30.0,10.0,100.0,150.0,100.0
Rice,181.76,23.41,163.48,7.33,25.05,517.18,25.85,104.04,66.27,25.47,30.0,10.0,91.48,150.0,85.13
Sorghum,127.0,45.92,119.27,5.92,30.87,1050.77,29.08,76.43,20.0,10.0,30.0,10.0,60.15,30.0,57.68
Wheat,137.83,70.0,399.0,6.37,20.92,1184.68,18.14,128.82,20.0,10.0,30.0,10.0,100.0,30.0,96.78
Soybean,282.04,56.2,386.51,6.05,10.51,737.21,18.86,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,234.12,51.54,199.74,6.74,12.44,632.45,15.59,50.0,20.0,10.0,30.0,10.0,25.58,30.0,31.27
Groundnut,242.42,41.57,257.96,7.02,13.71,1653.09,25.54,50.0,26.91,17.18,30.0,10.0,20.0,138.52,20.0
Maize,285.9,17.89,354.33,7.07,34.55,933.17,26.49,93.22,62.21,29.27,30.0,10.0,75.0,150.0,77.49
Cotton,349.0,45.77,399.0,7.76,38.25,1061.52,32.1,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,303.08,22.82,176.51,6.29,22.64,1404.7,34.25,50.0,28.27,11.73,30.0,10.0,20.0,91.24,20.0
Maize,270.81,50.29,288.79,6.76,33.03,1561.09,27.18,67.35,20.0,10.0,30.0,10.0,60.22,58.83,60.66
Maize,223.88,21.78,239.67,7.11,39.37,1566.84,24.28,117.71,51.84,23.45,30.0,10.0,100.0,150.0,81.02
